WhN,Material,MTyp,Material Description,SP,SR,SecIn,BSI,LE quantity,BUn,SUT,LE quantity,BUn,SUT,LE quantity,BUn,SUT,Text,Net Weight,WUn
703,9000593760,ROH,PEDESTAL,,,,,,,,,,,,,,,,
701,9000592260,ROH,FACIA PANEL ROH 640 ERSBO VZF39171,42,***,333,,112,PC,P14,112,PC,P14,112,PC,P14,No,0,
703,9000600327,ROH,EGO Energy Regulator,42,51,440,1,2.1,PC,P04,150,PC,P04,150,PC,P04,No,0,
701,9000582787,ROH,RETAINING FRAME 638 USA black,51,***,1,,2.1,PC,P14,0,PC,C42,175,PC,,No,0,
703,9000588999,ROH,BACK,,,,,,,,,,,,,,,,
701,9000592247,ROH,FACIA PANEL ROH 640 ERSBO BLACK,50,***,222,,144,PC,P14,0,PC,,0,PC,,No,0,
703,9000601389,ROH,Carton,,,,,,,,,,,,,,,,
703,9000602714,HALB,Cover,,,,,,,,,,,,,,,,
701,9000601327,ROH,LOWER GV630 SPRAY ARM ASSY GREY,***,***,1,,300,PC,P14,0,PC,,0,PC,,No,0,
703,9000584161,ROH,User Interface,,,,,,,,,,,,,,,,
703,9000590083,ROH,Trim,,,,,,,,,,,,,,,,
703,9000588968,ROH,BACK,,,,,,,,,,,,,,,,
701,9000603325,HALB,Water inlet without Flowmeter 640,50,***,1,,120,PC,P04,0,PC,,0,PC,,No,0,WUn
703,9000584138,ROH,User Interface,,,,,,,,,,,,,,,,
703,9000590079,ROH,Trim,,,,,,,,,,,,,,,,
703,9000590091,ROH,Trim,,,,,,,,,,,,,,,,
703,9000602716,HALB,Cover,,,,,,,,,,,,,,,,
701,9000601328,ROH,UPPER GV630 SPRAY ARM ASSY GREY,***,***,1,,306,PC,P14,0,PC,,0,PC,,No,0,
703,9000584162,ROH,User Interface,,,,,,,,,,,,,,,,
701,9000564234,ROH,ATTACHMENT 640 BO  USA,53,***,SP1,,8,PC,P14,400,PC,P04,400,PC,P04,No,0,
703,9000584165,ROH,User Interface,,,,,,,,,,,,,,,,
701,9000584994,ROH,PM GV640B_CU_NEW HEATING_DOLPHIN,50,***,3,,320,PC,P14,0,PC,,0,PC,,No,298,
703,9000584163,ROH,User Interface,,,,,,,,,,,,,,,,
701,9000591663,ROH,CMS EDGY DOOR INSTALLATION KIT,53,***,1,,250,PC,C42,0,PC,,0,PC,,No,0,
701,9000596845,ROH,CONTROL STM630 UC__B55 TF_101 AKO,50,***,1,,700,PC,P04,0,PC,,0,PC,,No,0,
703,9000561758,ROH,Gasket,,,,,,,,,,,,,,,,
701,9000569713,ROH,ASSY,,,,,,,,,,,,,,,,
703,9000569713,ROH,ASSY,,,,,,,,,,,,,,,,
703,9000564917,ROH,User,,,,,,,,,,,,,,,,
701,9000584501,ROH,THERMADOR PRO HANDLE,50,***,111,,1.512,PC,P14,0,PC,,0,PC,,No,0,
701,9000591868,ROH,FACIA PANEL 640B US EV511SKM WHITE,50,***,1,,180,PC,P04,0,PC,,0,PC,,No,0,
703,9000595263,ROH,Gray Filter,0SV,***,1,,5,PC,P04,5,PC,P04,5,PC,P04,No,0,
703,9000564918,ROH,User,,,,,,,,,,,,,,,,
703,9000568365,HALB,BRKT,,,,,,,,,,,,,,,,
703,9000584164,ROH,User Interface,,,,,,,,,,,,,,,,
701,9000584995,ROH,PM GV640B_CU_NEW HEATING_C6,42,***,444,,320,PC,P04,0,PC,,0,PC,,No,302,
701,9000591882,ROH,FACIA PANEL 640B US EV511SKM BLACK,50,***,1,,180,PC,P04,0,PC,,0,PC,,No,0,
701,9000596790,ROH,OPTIMIZED REAR FORCE DISTRIBUTOR,50,***,1,,2.304,PC,P14,0,PC,,0,PC,,No,0,
703,9000568933,ROH,Glass,,,,,,,,,,,,,,,,
701,9000569714,ROH,ASSY,,,,,,,,,,,,,,,,
703,9000569714,ROH,ASSY,,,,,,,,,,,,,,,,
701,9000591886,ROH,FACIA PANEL 640B US EV411SBO WHITE,50,***,1,,170,PC,P04,0,PC,,0,PC,,No,0,
701,9000596860,ROH,CONTROL STM630UC__H_3 TF_101 AKO,50,***,1,,700,PC,P04,0,PC,,0,PC,,No,0,G
701,9000596789,ROH,OPTIMIZED FRONT FORCE DISTRIBUTOR,50,***,1,,2.304,PC,P14,0,PC,,0,PC,,No,0,G
701,9000596886,ROH,CONTROL STM630 UC_I24 TF_601,50,***,1,,864,PC,P04,0,PC,,0,PC,,No,0,
703,9000571905,ROH,Trim,,,,,,,,,,,,,,,,
701,9000597698,ROH,CUTLERY BASKET 6XX,F01,***,1,,2.1,PC,P04,0,PC,C42,120,PC,,No,150,
701,9000592047,ROH,LIGHT GUIDE 640 BO-Ex-Stand USA,50,***,111,,8.976,PC,P14,0,PC,,0,PC,,No,0,
701,9000597740,ROH,COVER SILVERWARE BASKET,50,***,220,,1.26,PC,P04,0,PC,,0,PC,,No,0,
703,9000571904,ROH,Trim,,,,,,,,,,,,,,,,G
703,9000587164,HALB,Exhaust Baffle Bottom 30,,,,,,,,,,,,,,,,
703,9000587165,HALB,Exhaust Baffle Bottom 30,,,,,,,,,,,,,,,,
703,9000539501,ROH,Screw,,,,,,,,,,,,,,,,
703,9000541362,HALB,Base,,,,,,,,,,,,,,,,G
701,9000492408,HALB,CSA-GV630 -SHE55M1XUC RACK SET,,,,,0,PC,,0,PC,,0,PC,,No,0,
703,9000494666,ROH,Urea,51,***,4,,300,G,P04,300,G,P04,300,G,P04,No,0,
703,9000508527,ROH,Nut,,,,,,,,,,,,,,,,
701,9000509878,ROH,Bitumen base 640  3,,,,,,,,,,,,,,,,
701,9000522708,HALB,OD WT INT III/NEW HDLE HT/NEW OD SUPPORT,100,100,1,,24,PC,P04,0,PC,,0,PC,,No,0,
703,9000522134,ROH,EPS,,,,,,,,,,,,,,,,
703,9000500203,HALB,BRKT,,,,,,,,,,,,,,,,
703,9000498671,ROH,INSTRUCTION,,,,,,,,,,,,,,,,
703,9000512193,ROH,Harness,,,,,,,,,,,,,,,,
703,9000512356,ROH,Tinnerman Clip Rack Support,100,***,1,,15,PC,P04,2,PC,P04,2,PC,P04,No,0,
703,9000522137,ROH,Carton,,,,,,,,,,,,,,,,
703,9000522851,HALB,Grill Tray,,,,,,,,,,,,,,,,
701,9000522930,HALB,OD SS INT III/NEW HDLE HT/NEW OD SUPPORT,100,100,1,,24,PC,P04,0,PC,,0,PC,,No,0,G
703,9000522852,HALB,Universal Pan,,,,,,,,,,,,,,,,
701,9000522929,HALB,OD BL INT III/NEW HDLE HT/NEW OD SUPPORT,100,100,1,,24,PC,P04,0,PC,,0,PC,,No,0,
703,9000494664,ROH,Potassium Nitrite,,,,,0,G,,0,G,,0,G,,No,0,G
703,9000500208,HALB,Fixing Plate,,,,,,,,,,,,,,,,
703,9000513066,ROH,Harness,,,,,,,,,,,,,,,,
703,9000510018,HALB,Bracket,,,,,,,,,,,,,,,,WUn
703,9000527184,ROH,Clamp,,,,,,,,,,,,,,,,
701,9000524507,ROH,SS-Sheet/WNR 1.4301/0.4x768x705 w/oFoil,40,***,445,,0,,,,,,,,,,,
701,9000526506,ROH,EL-MODULE STM638 UC__X__ FEW002,50,***,1,,240,PC,P04,0,PC,,0,PC,,No,248,
703,9000501381,ROH,Rack,,,,,,,,,,,,,,,,
701,9000500214,ROH,CURVED ONE PIECE HANDLE / WHITE,50,***,1,,240,PC,P04,0,PC,,0,PC,,No,0,
703,9000512196,ROH,Harness,,,,,,,,,,,,,,,,G
703,9000513067,ROH,Harness,,,,,,,,,,,,,,,,
703,9000512197,ROH,Harness,,,,,,,,,,,,,,,,
703,9000527187,ROH,Blank,,,,,,,,,,,,,,,,
703,9000527210,ROH,Blank,,,,,,,,,,,,,,,,
703,9000547903,ROH,Assy,,,,,,,,,,,,,,,,
703,9000552453,ROH,Assy,,,,,,,,,,,,,,,,
703,9000553008,ROH,Coil,,,,,,,,,,,,,,,,
703,9000554596,ROH,DESCALER,,,,,,,,,,,,,,,,
703,9000555740,ROH,Screw,,,,,,,,,,,,,,,,
703,9000500244,HALB,U Profile,,,,,,,,,,,,,,,,
703,9000512194,ROH,Harness,,,,,,,,,,,,,,,,
701,9000513073,ROH,"BOX ULINE S-10656 24""x24""x14'           ",F01,***,1,,100,PC,P04,0,PC,,0,PC,,No,3,
703,9000524983,ROH,Svc Kit,,,,,,,,,,,,,,,,
703,9000525032,ROH,Guard,,,,,,,,,,,,,,,,
701,9000502956,ROH,FINE FILTER 630 RED ARROW,50,***,1,,850,PC,P04,0,PC,,0,PC,,No,0,
703,9000500239,HALB,Trim,,,,,,,,,,,,,,,,
701,9000515437,ROH,PUSH BUTTON 640 EV - BLACK,53,***,1,,1.28,PC,C42,0,PC,C42,320,PC,,No,0,
701,9000516063,ROH,THERMADOR NEW PRO ACCESSORY DOOR KIT,50,***,1,,25,PC,P14,0,PC,,0,PC,,No,0,G
703,9000513069,ROH,Harness,,,,,,,,,,,,,,,,
701,9000524247,ROH,CONTROL STM630UC__J41 TF_301,50,***,1,,864,PC,P14,0,PC,,0,PC,,No,0,
703,9000527008,ROH,SCREW MACHINE M5X12 COMBI-HEX ZN,51,51,1,,6.4,PC,P04,6.4,PC,P04,6.4,PC,P04,No,0,
703,9000547865,HALB,Assy,,,,,,,,,,,,,,,,
701,9000549471,ROH,MICROSWITCH FWH,51,***,1,,18,PC,P04,0,PC,C42,1,PC,,No,6,
703,9000547856,ROH,Assy,,,,,,,,,,,,,,,,
703,9000501382,ROH,Rack,,,,,,,,,,,,,,,,
701,9000502884,ROH,UPPER SPRAY ARM ASSY DARK GREY,50,***,1,,306,PC,P14,0,PC,,0,PC,,No,0,
701,9000502957,ROH,CYLINDER / COARSE FILTER ASSY 630 RED,***,***,1,,624,PC,P04,0,PC,,0,PC,,No,0,
701,9000515328,ROH,PUSH BUTTON 640 EV - WHITE 07020,53,***,1,,1.28,PC,C42,0,PC,C42,320,PC,,No,0,
701,9000515459,ROH,PUSH BUTTON 640 EV - BLACK 9005,53,***,1,,2.56,PC,C42,0,PC,C42,640,PC,,No,0,
703,9000513068,ROH,Harness,,,,,,,,,,,,,,,,
701,9000515326,ROH,PUSH BUTTON 640 EV - WHITE 07020,53,***,1,,1.28,PC,C42,0,PC,C42,320,PC,,No,0,
703,9000531267,HALB,power supply module 12W SNT12HLeco,42,51,111,1,1.44,PC,P04,72,PC,P04,72,PC,P04,No,0,
701,9000532825,ROH,FACIA PANEL 640 MA512SKM BLACK KENMORE,50,***,220,,100,PC,P04,0,PC,,0,PC,,No,0,
701,9000551334,ROH,OUTER   DOOR INTEGRA I 0.6mm/FULL FLEECE,F01,***,1,,11.2,PC,P04,0,PC,,0,PC,,No,0,
703,9000559994,ROH,2 Halogen  Lgt Harness-Cvt 1,50,***,440,,500,PC,P04,500,PC,P04,500,PC,P04,No,0,
703,9000559995,ROH,SM Load,,,,,,,,,,,,,,,,
703,9000560019,ROH,SM Load,,,,,,,,,,,,,,,,
703,9000505102,HALB,Profile,,,,,,,,,,,,,,,,
703,9000514141,ROH,LINER,,,,,,,,,,,,,,,,
703,9000516556,ROH,Valve,,,,,,,,,,,,,,,,G
703,9000517989,ROH,PKG,,,,,,,,,,,,,,,,G
703,9000516553,ROH,Valve,,,,,,,,,,,,,,,,G
701,9000516600,ROH,FINISH QUANTUM DET + RINSE AID PACK,50,***,110,,2.7,PC,P14,60,PC,C43,60,PC,C43,No,0,G
701,9000532796,ROH,FACIA PANEL 638 XU53VIBO STAINLESS STEEL,50,***,1,,260,PC,P04,0,PC,,0,PC,,No,163,G
703,9000547806,HALB,Assy,,,,,,,,,,,,,,,,
703,9000547807,HALB,Assy,,,,,,,,,,,,,,,,
703,9000505101,HALB,Reflector,,,,,,,,,,,,,,,,
701,9000503239,ROH,OD INTEGRA I WHITE/CURVED ONE PC HANDLE,50,***,1,,28,PC,P04,0,PC,,0,PC,,No,0,
703,9000516550,HALB,Assy,,,,,,,,,,,,,,,,
703,9000530261,HALB,Bracket,,,,,,,,,,,,,,,,
701,9000489397,ROH,ONE PIECE HANDLE / WHITE,50,***,1,,360,PC,P04,0,PC,,0,PC,,No,0,
701,9000491461,HALB,CSA-GV640B STEIN US RCK SET BO 100 SERIE,,***,,,0,PC,,0,PC,,0,PC,,No,0,G
701,9000491466,HALB,CSA-GV630 STEIN US RACK SET BO 500 SERIE,,,,,0,PC,,0,PC,,0,PC,,No,0,
701,9000503729,ROH,EL-MODUL STM638 UC__X__ FEW002  DOLPHIN,50,***,1,,240,PC,P04,0,PC,,0,PC,,No,0,WUn
703,9000503235,HALB,PANEL,,,,,,,,,,,,,,,,
701,9000503712,ROH,Seal 640 EV+MV - 2K,50,SMK,222,,48,PC,P04,1.6,PC,C43,1.6,PC,C43,No,4,
703,9000519105,HALB,RIB,,,,,,,,,,,,,,,,
701,9000516066,ROH,TR MASTERPIECE ACCESSORY DOOR KIT,50,***,1,,25,PC,P14,0,PC,,0,PC,,No,0,
703,9000517908,ROH,Manual,,,,,,,,,,,,,,,,
703,9000534421,ROH,Clip,,,,,,,,,,,,,,,,G
701,9000491463,ROH,SUPPORT ACC KIT EPS FILLER 565x285x40mm,F01,***,1,,94,PC,P04,0,PC,,0,PC,,No,0,
701,9000491468,ROH,PLASTIC OUTER DOOR SUPPORT,51,***,1,,14.4,PAA,P04,0,PAA,C42,400,PAA,,No,0,
701,9000505497,ROH,CUP SHELF DARK GREY,***,***,1,,1.728,PC,P04,0,PC,,0,PC,,No,0,G
701,9000508175,ROH,STAINLESS STEEL CLEANER,51,***,1,,8.4,PC,P04,0,PC,C42,300,PC,,No,0,
703,9000508367,ROH,Valve,,,,,,,,,,,,,,,,
701,9000517317,ROH,FACIA PANEL 640B US EO611SBO WHITE,50,***,1,,72,PC,P04,0,PC,,0,PC,,No,0,
703,9000516554,ROH,Valve,,,,,,,,,,,,,,,,
703,9000516555,ROH,Valve,,,,,,,,,,,,,,,,
701,9000535413,ROH,BLDC HEAT PUMP 640 CPL. EDS V1,42,***,333,1,252,PC,P04,0,PC,,0,PC,,No,0,
701,9000491464,ROH,"BOX - S - 4247 - 24"" x 24"" x 24""        ",F01,***,1,,1.8,PC,P04,0,PC,C42,150,PC,,No,4,
701,9000491467,HALB,CSA-GV630 STEIN US RACK SET BO 800 SERIE,,,,,0,PC,,0,PC,,0,PC,,No,0,
703,9000508361,ROH,Valve,,,,,,,,,,,,,,,,
703,9000508362,ROH,Valve,,,,,,,,,,,,,,,,
701,9000517439,ROH,FACIA PANEL 640B US EV511SBO WHITE,50,***,1,,72,PC,P04,0,PC,,0,PC,,No,0,
701,9000521097,HALB,CSA BLACK GV640B INTEGRA 6 PROGRAM,,,,,0,PC,,0,PC,,0,PC,,No,0,
703,9000508363,ROH,Valve,,,,,,,,,,,,,,,,
703,9000508364,ROH,Valve,,,,,,,,,,,,,,,,
703,9000505747,ROH,Manual,,,,,,,,,,,,,,,,
703,9000507927,ROH,GLIDE,,,,,,,,,,,,,,,,
701,9000519128,ROH,CC-SHEET COATED BL RAL9005/INTIII/IV/RED,40,***,444,,360,PC,P01,0,PC,P01,360,PC,,No,3,
701,9000519160,ROH,CC-SHEET COATED WT VZF07020/INTIII/IV/RE,40,***,444,,360,PC,P01,0,PC,,0,PC,,No,3,
701,9000519126,ROH,B CONTROL SHORT JUMPER HARNESS,53,***,1,,2,PC,C42,0,PC,C42,1,PC,,No,0,
701,9000519163,ROH,OUTER DOOR BLANK GV640B VZF07020 RED,,,,,0,PC,,0,PC,,0,PC,,No,2,
703,9000535548,ROH,User,,,,,,,,,,,,,,,,
701,9000536531,ROH,DISPLAY FOIL 630 LU51UKM,53,***,1,,1,PC,C42,0,PC,,0,PC,,No,4,
703,9000492609,ROH,Assy,,,,,,,,,,,,,,,,
703,9000507926,ROH,GLIDE,,,,,,,,,,,,,,,,
701,9000507929,ROH,Handle,,,,,,,,,,,,,,,,
703,9000507929,ROH,Handle,,,,,,,,,,,,,,,,
703,9000519728,HALB,Cover,,,,,,,,,,,,,,,,
703,9000535549,ROH,User,,,,,,,,,,,,,,,,
703,9000537597,ROH,Hinge,,,,,,,,,,,,,,,,G
703,9000535550,ROH,User,,,,,,,,,,,,,,,,G
701,9000492366,ROH,PROTECTIVE FOIL V16 CONTROL PANEL,53,***,1,,11.52,PC,C42,0,PC,,0,PC,,No,0,
701,9000508473,ROH,FINE FILTER 630 3-FILTER RED ARROW,50,***,1,,1.8,PC,P04,0,PC,,0,PC,,No,0,
703,9000508368,ROH,Valve,,,,,,,,,,,,,,,,
703,9000508601,ROH,Valve,,,,,,,,,,,,,,,,
703,9000519107,HALB,RIB,,,,,,,,,,,,,,,,
703,9000519724,ROH,Glass,,,,,,,,,,,,,,,,
701,9000522707,HALB,OD SS INT III/ONE PC HDLE/NEW OD SUPPORT,100,100,1,,24,PC,P04,0,PC,,0,PC,,No,0,
703,9000535552,ROH,User,,,,,,,,,,,,,,,,
703,9000535718,HALB,Assy,,,,,,,,,,,,,,,,
703,9000541360,HALB,Liner,,,,,,,,,,,,,,,,
703,9000541359,HALB,Deflector,,,,,,,,,,,,,,,,
703,9000494149,HALB,Assy,,,,,,,,,,,,,,,,
703,9000508599,ROH,Valve,,,,,,,,,,,,,,,,
703,9000508600,ROH,Valve,,,,,,,,,,,,,,,,
701,9000509691,ROH,PUSH BUTTON Array 640 ExINeff,53,***,1,,504,PC,C42,0,PC,C42,216,PC,,No,6,
701,9000508474,ROH,CYLINDER / COARSE FILTER GV630 RED,50,***,1,,624,PC,P04,0,PC,,0,PC,,No,0,
703,9000522136,ROH,EPS,,,,,,,,,,,,,,,,
701,9000522574,HALB,OD WT INT III/ONE PC HDLE/NEW OD SUPPORT,100,100,1,,24,PC,P04,0,PC,,0,PC,,No,0,
701,9000522706,HALB,OD BL INT III/ONE PC HDLE/NEW OD SUPPORT,100,100,1,,24,PC,P04,0,PC,,0,PC,,No,0,
703,9000522133,ROH,EPS,,,,,,,,,,,,,,,,
703,9000522150,ROH,Carton,,,,,,,,,,,,,,,,WUn
703,9000541348,HALB,Deflector,,,,,,,,,,,,,,,,
703,9000707091,ROH,BIO INSERT,,,,,,,,,,,,,,,,
703,9000707592,HALB,Shield,,,,,,,,,,,,,,,,G
703,9000681416,ROH,Wiring Label FSR 3 Best  Elect,0SV,***,1,,5,PC,P04,0,PC,,0,PC,,No,0,G
703,9000681420,ROH,Wiring Label,,,,,,,,,,,,,,,,G
703,9000681418,ROH,Wiring Label,,,,,,,,,,,,,,,,
701,9000682998,ROH,TOE PANEL SS COLOR GV630/GV640B,F01,***,1,,3.1,PC,P04,0,PC,C42,155,PC,,No,0,
703,9000683254,ROH,Name Plate,,,,,,,,,,,,,,,,
701,9000697163,HALB,OD 640A.US INT h_bar Bosch BL,100,100,1,,24,PC,P04,0,PC,,0,PC,,No,0,
701,9000697268,ROH,OD INT 800 welded 640A.US bow tie WH,50,***,3,,28,PC,P04,0,PC,,0,PC,,No,3,
703,9000697785,ROH,Knob,,,,,,,,,,,,,,,,
703,9000681427,ROH,Wiring Label FSR  3 Better Elect. Can,50,***,1,,1,PC,P04,0,PC,,0,PC,,No,0,
701,9000683106,HALB,FACIA PANEL 638 XU65VITR,50,***,1,,260,PC,P04,0,PC,,0,PC,,No,0,
701,9000697164,HALB,OD 640A.US INT h_bar Bosch WH,100,100,1,,24,PC,P04,0,PC,,0,PC,,No,0,
701,9000697206,HALB,OD 640A.US INT h_bar Sears straight WH,100,100,1,,24,PC,P04,0,PC,,0,PC,,No,0,
703,9000697788,ROH,LABEL,,,,,,,,,,,,,,,,
703,9000706315,ROH,Venturi,,,,,,,,,,,,,,,,
703,9000706628,ROH,Screw,,,,,,,,,,,,,,,,
701,9000708016,HALB,Reflection SS mirror,,,,,,,,,,,,,,,,
703,9000687838,ROH,Power Board,,,,,,,,,,,,,,,,
703,9000687836,ROH,Power Board,,,,,,,,,,,,,,,,
703,9000688431,ROH,Latch,,,,,,,,,,,,,,,,
703,9000688433,ROH,Latch,,,,,,,,,,,,,,,,
703,9000706882,ROH,SCREW THREAD ROLL #6X5/16 T20 BZN,100,***,1,,50,PC,P04,50,PC,P04,50,PC,P04,No,0,
703,9000709771,HALB,Trim,,,,,,,,,,,,,,,,
703,9000681417,ROH,Wiring Diagram,,,,,,,,,,,,,,,,
701,9000681323,ROH,G/H/I/J/B LATCH w/IMP LATCH/DT CABLE HAR,50,***,1,,320,PC,P04,0,PC,,0,PC,,No,0,
703,9000681419,ROH,Wiring Label,,,,,,,,,,,,,,,,
701,9000689958,HALB,Toe panel GV640A.US/BLK/Apron,50,***,2,,1.152,PC,P14,0,PC,,0,PC,,No,0,
701,9000698604,HALB,CSA FACIA PANEL 5-PROGRAM BLACK w/WINDOW,100,100,1,,20,PC,P04,0,PC,,0,PC,,No,0,
701,9000697958,ROH,Bitumen 640A_UC tub top 5,,,,,,,,,,,,,,,,
701,9000697974,ROH,Bitumen 640A_UC 86,,,,,,,,,,,,,,,,
701,9000697976,ROH,Bitumen 640A_UC back wall 5,,,,,,,,,,,,,,,,
703,9000681428,ROH,Wiring Diagram  FSR 3 Better Elect,0SV,***,1,,5,PC,P04,0,PC,,0,PC,,No,0,
701,9000689953,ROH,Deco Strip Right 640A.US Grey VZF7035,42,***,333,1,1.944,PC,P04,216,PC,C43,216,PC,C43,No,51,
703,9000691142,ROH,Daughter Board,,,,,,,,,,,,,,,,
701,9000689972,HALB,Toe panel GV640A.US/WHT/Apron,50,***,111,,960,PC,P14,30,PC,R86,30,PC,R86,No,0,
701,9000689974,HALB,Toe panel GV640A.US WH,50,***,222,,960,PC,P14,30,PC,R86,30,PC,R86,No,0,
703,9000691139,ROH,CONTROL MODULE,,,,,,,,,,,,,,,,
701,9000698457,ROH,COARSE MICRO FILTER 640 ARROW RED,50,***,222,,672,PC,P04,0,PC,P04,84,PC,,No,0,
701,9000697970,ROH,Bitumen 640A_UC 86,,,,,,,,,,,,,,,,
703,9000698188,ROH,Knob,,,,,,,,,,,,,,,,
701,9000698486,ROH,GV640B USE & CARE KIT - 2011 EV noES,50,***,1,,500,PC,P04,0,PC,,0,PC,,No,0,
701,9000715758,HALB,FACIA PANEL 630 G14SBO BLACK,50,***,1,,169,PC,P04,0,PC,,0,PC,,No,0,
701,9000691641,HALB,FACIA PANEL 638 XU55SBO 39171-CT/UC+SiPL,100,100,1,,120,PC,P04,0,PC,,0,PC,,No,0,
703,9000691733,HALB,Latch,,,,,,,,,,,,,,,,
703,9000689089,ROH,WASHER,,,,,,,,,,,,,,,,
703,9000710423,ROH,Literature,,,,,,,,,,,,,,,,
701,9000714109,ROH,640A.US Mounting Bracket,,,,,0,PC,,0,PC,,0,PC,,No,0,
701,9000689790,ROH,RUBBER APRON 6xx US,50,***,1,,1,PC,P04,0,PC,,0,PC,,No,0,
703,9000700679,ROH,SM Load_N CVT 2 C sl,0SV,***,1,,500,PC,P04,24,PC,P04,24,PC,P04,No,0,
701,9000715829,HALB,FACIA PANEL 630 G14SBO VZF39171,50,***,1,,169,PC,P04,0,PC,,0,PC,,No,0,
701,9000714896,ROH,El-Modul GV640AUC Infodisplay front,,,,,,,,,,,,,,,,
701,9000715672,ROH,Power module GV640AUC II.Gen,,,,,,,,,,,,,,,,
701,9000689975,ROH,Toe panel bracket GV640A.US,50,***,111,,15,PC,P14,300,PC,R43,250,PC,R43,No,17,
703,9000691143,ROH,Daughter Board,,,,,,,,,,,,,,,,
701,9000689951,ROH,Deco Strip Left 640A.US Grey VZF7035,42,***,333,1,1.944,PC,P04,216,PC,P04,216,PC,P04,No,51,
701,9000689955,ROH,Deco strip left 640A.US bl,42,***,111,1,1.944,PC,P04,216,PC,C86,216,PC,C86,No,51,
701,9000689973,HALB,Toe panel GV640A.US/BLK,50,***,111,,960,PC,P14,30,PC,R86,30,PC,R86,No,0,
701,9000689503,ROH,hose clip 640A.UC,50,***,111,,2,PC,P14,0,PC,,0,PC,,No,24,WUn
701,9000689956,ROH,Deco strip right 640A.US bl,42,***,111,1,1.944,PC,P04,216,PC,C86,216,PC,C86,No,53,
703,9000695895,ROH,LIT PACK,,,,,,,,,,,,,,,,
703,9000701950,HALB,Shield,,,,,,,,,,,,,,,,
703,9000699252,ROH,Harness,,,,,,,,,,,,,,,,
703,9000673445,HALB,Liner,,,,,,,,,,,,,,,,
701,9000675229,HALB,HINGE PLATE,,,,,,,,,,,,,,,,
701,9000711755,ROH,LOWER SPRAY ARM  ASSY DARK GREY TR,50,***,1,,300,PC,P14,0,PC,,0,PC,,No,0,
701,9000715927,ROH,Drain hose 640A.UC,64,***,B10,5,325,PC,P02,325,PC,P02,325,PC,P14,No,157,
701,9000700090,ROH,RENOLIT G7 FG1 GREASE,50,***,221,,90,G,P04,0,G,P04,18,G,,No,0,
701,9000716275,HALB,LIGHT GUIDE 640B.US EV-Middle,,,,,960,PC,P04,0,PC,C42,480,PC,,No,0,
701,9000716276,HALB,LIGHT GUIDE 640B.US EV-MIDDLE,53,***,SP1,,6.44,PC,P04,0,PC,C42,322,PC,,No,0,
701,9000702949,ROH,WIV holding plate Single Valve 640A.US,50,***,3,,3.5,PC,P14,0,PC,,0,PC,,No,100,
701,9000705703,ROH,GV640B WOOD BRACE,F01,100,1,,13.12,PC,P04,0,PC,,0,PC,,No,180,
701,9000676233,HALB,HINGE PLATE,,,,,,,,,,,,,,,,
703,9000696634,ROH,MANUAL,,,,,,,,,,,,,,,,
701,9000697244,HALB,OD 640A.US INT pocket_h DISP SS,100,100,1,,24,PC,P04,0,PC,,0,PC,,No,0,
703,9000696633,ROH,Assy,,,,,,,,,,,,,,,,
701,9000703175,ROH,Operating Modul 640A_UC 500EVO MO_B red,50,***,3,,160,PC,P04,0,PC,,0,PC,,No,172,
701,9000697207,HALB,OD 640A.US INT h_bar Sears straight SS,100,100,1,,24,PC,P04,0,PC,,0,PC,,No,0,
701,9000697267,ROH,OD INT 800 welded 640A.US bow tie BL,50,***,1,,28,PC,P04,0,PC,,0,PC,,No,3,
701,9000697165,HALB,OD 640A.US INT h_bar Bosch/SS,100,***,1,,24,PC,P04,0,PC,,0,PC,,No,3.085,
701,9000697239,HALB,OD 640A.US INT pocket_h BL,100,100,1,,24,PC,P04,0,PC,,0,PC,,No,0,
701,9000697240,HALB,OD 640A.US INT pocket_h WH,100,100,1,,24,PC,P04,0,PC,,0,PC,,No,0,
703,9000704587,ROH,THD Gas Cktop LP Conv Kit II,0SV,***,1,,5,PC,P04,100,PC,P04,100,PC,P04,No,0,
701,9000676939,ROH,FULLY INTEGRATED TOE PANEL BLACK,50,***,1,,1.023,PC,P14,0,PC,,0,PC,,No,0,
701,9000697205,HALB,OD 640A.US INT h_bar Sears straight BL,100,100,1,,24,PC,P04,0,PC,,0,PC,,No,0,
701,9000697289,ROH,OD INT 800 welded 640A.US bow tie SS,50,***,2,,40,PC,P14,0,PC,,0,PC,,No,0,
701,9000703174,ROH,Operating module 640A_UC 300EVO MA  red,50,***,3,,896,PC,P04,0,PC,,0,PC,,No,132,
701,9000676766,ROH,RADIO INTERFERENCE FILTER UL,50,***,1,,2.64,PC,P04,0,PC,,0,PC,,No,0,
701,9000683000,ROH,INTEGRA OD THERMADOR MASTERPIECE,50,***,1,,38,PC,P14,0,PC,,0,PC,,No,0,
703,9000696635,ROH,MANUAL,,,,,,,,,,,,,,,,
701,9000697305,HALB,OD FI 640A.US gray,100,100,1,,24,PC,P04,0,PC,,0,PC,,No,0,
701,9000697241,HALB,OD 640A.US INT pocket_h/SS,100,100,1,,24,PC,P04,0,PC,,0,PC,,No,0,
703,9000703308,ROH,BIO Door Hanger Flyer,,,,,,,,,,,,,,,,
703,9000682482,ROH,POWER MODULE,,,,,,,,,,,,,,,,
701,9000659460,ROH,Overflow Conduit 640A US,50,***,222,,6,PC,P14,200,PC,R64,200,PC,R64,No,24,
